"ID","URL","PDF","Country","Province","Date","Completion","Trial status","Design","Blinding","Arms","COVID-19 status","Patient setting","Outcome","Treatment","Size"
"ACTRN12620000478910","https://anzctr.org.au/ACTRN12620000478910.aspx",NA,"Australia","Canberra","2020-Apr",NA,"Not Recruiting","Randomised","Unspecified",1,NA,"Hospital","Mortality, Hospitalization, Clinical Improvement Score (Any), Secondary CoViD-19 Re-infection, Invasive Mechanical Ventilation or ECMO, Other Mild Symptoms, Adverse Events, Anti SARS-COV-2 Titers","Stem cells",24
"2020-001375-32","https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001375-32/NL/",NA,"Netherlands","Amsterdam","2020-Apr",NA,"Recruiting","Randomised","Open-Label",1,NA,"Hospital","Mortality, ICU Admission, Hospitalization, Viral Load or Clearance, Invasive Mechanical Ventilation or ECMO, Adverse Events, Anti SARS-COV-2 Titers, C-Reactive Protein, IL-2, IL-6, IL-8, LDH, Radiographic Findings","TCZ",NA
"NL8504","https://trialregister.nl/trial/8504",NA,"Netherlands","Amsterdam","2020-Mar",NA,"Recruiting","Randomised","Open-Label",2,NA,"Hospital","Mortality, ICU Admission, Hospitalization, Invasive Mechanical Ventilation or ECMO, Serious Adverse Events, Anti SARS-COV-2 Titers, C-Reactive Protein, Ferritin, IL-6, IL-8, Radiographic Findings","TCZ",354
"NCT04368156","https://ClinicalTrials.gov/show/NCT04368156",NA,"Spain","Valencia","2020-Apr","2020-Jul","Recruiting","Randomised","Open-Label",2,NA,"Hospital","Mortality, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO","Device",90
"NCT04370236","https://ClinicalTrials.gov/show/NCT04370236",NA,"United States","California","2020-Apr","2021-Feb","Not Recruiting","Randomised","Quadruple",2,NA,"Hospital","Mortality, ICU Admission, Hospitalization, Hospital Discharge, Clinical Improvement Score (Any), Deep Vein Thrombosis or Pulmonary Embolism, Renal Outcome (Unspecified)","Other",366
"2020-001321-31","https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001321-31/ES/",NA,"Spain","Madrid","2020-Apr",NA,"Recruiting","Randomised","Open-Label",4,NA,"Hospital","Mortality, ICU Admission, Hospitalization, Viral Load or Clearance, Pneumonia or ARDS, Cough, Fever, Dyspnea, Other Mild Symptoms, Serious or Seconday Infections, Anti SARS-COV-2 Titers, Peak RC-Reactive Protein, Ferritin, IL-6, White Blood Cell Count, Lymphocyte Count, Neutrophils, Platelet Count, Hemoglobin, Erythrocyte Sedimentation Rate, D-Dimer, Creatinine Phosphokinase, Troponin, Procalcitonin, Fibrinogen, Coagulation Test, ALT, AST, Albumin, Bilirubin, LDH, PaO2-FiO2, SpO2, Respiratory Rate, Radiographic Findings, Shock","HCQ, Imatinib, JAKi, LPV/r",NA
"NCT04347031","https://ClinicalTrials.gov/show/NCT04347031",NA,"Russia","Moscow","2020-Apr","2020-Aug","Recruiting","Randomised","Open-Label",4,NA,"Hospital","Mortality, ICU Admission, Clinical Improvement Score (Any), Viral Load or Clearance, Fever, Other Mild Symptoms, Adverse Events, Serious Adverse Events, C-Reactive Protein","HCQ, Other, TCZ + AZT + HCQ",320
"NCT04362332","https://ClinicalTrials.gov/show/NCT04362332",NA,"Netherlands","Utrecht","2020-Apr","2020-Jun","Status Unclear","Randomised","Open-Label",3,NA,"Hospital","Mortality, ICU Admission, Clinical Improvement Score (Any), Treatment-emergent Adverse Events","HCQ, SOC",25
"NCT04359277","https://ClinicalTrials.gov/show/NCT04359277",NA,"United States","New York","2020-Apr","2021-Apr","Recruiting","Randomised","Open-Label",2,NA,"Hospital","Mortality, Hospitalization, Clinical Improvement Score (Any), Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Deep Vein Thrombosis or Pulmonary Embolism, D-Dimer, Troponin, Fibrinogen, Lung Inflamation, Hypoxemia, Renal Outcome (Unspecified), Cardiac Outcome (Unspecified)","Anticoagulants",1000
"NCT04345445","https://ClinicalTrials.gov/show/NCT04345445",NA,"Malaysia","Kuala Lumpur","2020-Apr","2020-Oct","Not Recruiting","Randomised","Open-Label",2,NA,"Hospital","Mortality, ICU Admission, Hospitalization, Clinical Improvement Score (Any), Non-invasive Ventilation","Corticosteroids, TCZ",310
"PACTR202004801273802","https://pactr.samrc.ac.za/TrialDisplay.aspx?TrialID=10928",NA,"Nigeria","Niger","2020-Feb",NA,"Not Recruiting","Randomised","Double",2,NA,"Hospital","Clinical Improvement Score (Any), Viral Load or Clearance","HCQ, SOC",600
"NCT04344288","https://ClinicalTrials.gov/show/NCT04344288",NA,"France","Paris","2020-Apr","2020-Nov","Recruiting","Randomised","Open-Label",2,NA,"Hospital","Mortality, ICU Admission, Hospitalization, Clinical Improvement Score (Any), Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Organ Failure or Dysfunction (SOFA), Adverse Events, Serious Adverse Events","Corticosteroids, SOC",304
"NCT04344288","https://ClinicalTrials.gov/show/NCT04344288",NA,"France","Nord","2020-Apr","2020-Nov","Recruiting","Randomised","Open-Label",2,NA,"Hospital","Mortality, ICU Admission, Hospitalization, Clinical Improvement Score (Any), Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Organ Failure or Dysfunction (SOFA), Adverse Events, Serious Adverse Events","Corticosteroids, SOC",304
"NCT04344288","https://ClinicalTrials.gov/show/NCT04344288",NA,"France","Vienne","2020-Apr","2020-Nov","Recruiting","Randomised","Open-Label",2,NA,"Hospital","Mortality, ICU Admission, Hospitalization, Clinical Improvement Score (Any), Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Organ Failure or Dysfunction (SOFA), Adverse Events, Serious Adverse Events","Corticosteroids, SOC",304
"NCT04344431","https://ClinicalTrials.gov/show/NCT04344431",NA,"France","Paris","2020-Apr","2021-Apr","Recruiting","Randomised","Single",2,NA,"Hospital","Mortality, Hospitalization, Non-invasive Ventilation","Non-invasive respiratory support, SOC",100
"NCT04346693","https://ClinicalTrials.gov/show/NCT04346693",NA,"Russia","Moscow","2020-Apr","2020-Dec","Not Recruiting","Randomised","Open-Label",4,NA,"Hospital","Mortality, Hospitalization, Hospital Discharge, Viral Load or Clearance, Pneumonia or ARDS, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO","Other, SOC",320
"NCT04356534","https://ClinicalTrials.gov/show/NCT04356534",NA,"Bahrain","Manama","2020-Apr","2020-Jun","Recruiting","Randomised","Open-Label",2,NA,"Hospital","Mortality, Viral Load or Clearance, Invasive Mechanical Ventilation or ECMO, C-Reactive Protein, Ferritin, White Blood Cell Count, D-Dimer, Troponin, Procalcitonin, LDH, Radiographic Findings","Plasma based therapy, SOC",40
"NCT04345523","https://ClinicalTrials.gov/show/NCT04345523",NA,"Spain","Zaragoza","2020-Apr","2020-Jul","Recruiting","Randomised","Open-Label",2,NA,"Hospital","Mortality, Clinical Improvement Score (Any), Viral Load or Clearance, Invasive Mechanical Ventilation or ECMO, Adverse Events, Treatment-emergent Adverse Events, C-Reactive Protein, IL-6, MCP-1, Dendritic Cell Count, D-Dimer, Coagulation Test, ALT, Glucose, LDH","Plasma based therapy, SOC",278
"NCT04345523","https://ClinicalTrials.gov/show/NCT04345523",NA,"Spain","Madrid","2020-Apr","2020-Jul","Recruiting","Randomised","Open-Label",2,NA,"Hospital","Mortality, Clinical Improvement Score (Any), Viral Load or Clearance, Invasive Mechanical Ventilation or ECMO, Adverse Events, Treatment-emergent Adverse Events, C-Reactive Protein, IL-6, MCP-1, Dendritic Cell Count, D-Dimer, Coagulation Test, ALT, Glucose, LDH","Plasma based therapy, SOC",278
"NCT04345523","https://ClinicalTrials.gov/show/NCT04345523",NA,"Spain","Asturias","2020-Apr","2020-Jul","Recruiting","Randomised","Open-Label",2,NA,"Hospital","Mortality, Clinical Improvement Score (Any), Viral Load or Clearance, Invasive Mechanical Ventilation or ECMO, Adverse Events, Treatment-emergent Adverse Events, C-Reactive Protein, IL-6, MCP-1, Dendritic Cell Count, D-Dimer, Coagulation Test, ALT, Glucose, LDH","Plasma based therapy, SOC",278
"NCT04344184","https://ClinicalTrials.gov/show/NCT04344184",NA,"United States","Virginia","2020-Apr","2021-May","Not Recruiting","Randomised","Quadruple",2,NA,"Hospital","Clinical Improvement Score (Any), Fever","SOC, Vitamins",200
"NCT04355247","https://ClinicalTrials.gov/show/NCT04355247",NA,"Puerto Rico","Puerto Rico","2020-Apr","2020-Jul","Recruiting","Single-Arm","Open-Label",1,NA,"Hospital","Mortality, Clinical Improvement Score (Any), Invasive Mechanical Ventilation or ECMO, C-Reactive Protein, Ferritin, IL-6, D-Dimer, LDH, Radiographic Findings","Corticosteroids",20
"NCT04343976","https://ClinicalTrials.gov/show/NCT04343976",NA,"United States","Massachusetts","2020-Apr","2021-Mar","Recruiting","Randomised","Single",2,NA,"Hospital","Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Invasive Mechanical Ventilation or ECMO, Respiratory Rate","IFN",20
"NCT04342897","https://ClinicalTrials.gov/show/NCT04342897",NA,"United States","Colorado","2020-Apr","2020-Sep","Recruiting","Randomised","Double",2,NA,"Hospital","Mortality, Hospitalization, Clinical Improvement Score (Any), Invasive Mechanical Ventilation or ECMO, Treatment-emergent Adverse Events, Serious Adverse Events","mAb",210
"NCT04342897","https://ClinicalTrials.gov/show/NCT04342897",NA,"United States","Connecticut","2020-Apr","2020-Sep","Recruiting","Randomised","Double",2,NA,"Hospital","Mortality, Hospitalization, Clinical Improvement Score (Any), Invasive Mechanical Ventilation or ECMO, Treatment-emergent Adverse Events, Serious Adverse Events","mAb",210
"NCT04342897","https://ClinicalTrials.gov/show/NCT04342897",NA,"United States","Illinois","2020-Apr","2020-Sep","Recruiting","Randomised","Double",2,NA,"Hospital","Mortality, Hospitalization, Clinical Improvement Score (Any), Invasive Mechanical Ventilation or ECMO, Treatment-emergent Adverse Events, Serious Adverse Events","mAb",210
"NCT04342897","https://ClinicalTrials.gov/show/NCT04342897",NA,"United States","Indiana","2020-Apr","2020-Sep","Recruiting","Randomised","Double",2,NA,"Hospital","Mortality, Hospitalization, Clinical Improvement Score (Any), Invasive Mechanical Ventilation or ECMO, Treatment-emergent Adverse Events, Serious Adverse Events","mAb",210
"NCT04342897","https://ClinicalTrials.gov/show/NCT04342897",NA,"United States","Louisiana","2020-Apr","2020-Sep","Recruiting","Randomised","Double",2,NA,"Hospital","Mortality, Hospitalization, Clinical Improvement Score (Any), Invasive Mechanical Ventilation or ECMO, Treatment-emergent Adverse Events, Serious Adverse Events","mAb",210
"NCT04342897","https://ClinicalTrials.gov/show/NCT04342897",NA,"United States","Massachusetts","2020-Apr","2020-Sep","Recruiting","Randomised","Double",2,NA,"Hospital","Mortality, Hospitalization, Clinical Improvement Score (Any), Invasive Mechanical Ventilation or ECMO, Treatment-emergent Adverse Events, Serious Adverse Events","mAb",210
"NCT04342897","https://ClinicalTrials.gov/show/NCT04342897",NA,"United States","Michigan","2020-Apr","2020-Sep","Recruiting","Randomised","Double",2,NA,"Hospital","Mortality, Hospitalization, Clinical Improvement Score (Any), Invasive Mechanical Ventilation or ECMO, Treatment-emergent Adverse Events, Serious Adverse Events","mAb",210
"NCT04342897","https://ClinicalTrials.gov/show/NCT04342897",NA,"United States","Minnesota","2020-Apr","2020-Sep","Recruiting","Randomised","Double",2,NA,"Hospital","Mortality, Hospitalization, Clinical Improvement Score (Any), Invasive Mechanical Ventilation or ECMO, Treatment-emergent Adverse Events, Serious Adverse Events","mAb",210
"NCT04342897","https://ClinicalTrials.gov/show/NCT04342897",NA,"United States","New York","2020-Apr","2020-Sep","Recruiting","Randomised","Double",2,NA,"Hospital","Mortality, Hospitalization, Clinical Improvement Score (Any), Invasive Mechanical Ventilation or ECMO, Treatment-emergent Adverse Events, Serious Adverse Events","mAb",210
"NCT04342897","https://ClinicalTrials.gov/show/NCT04342897",NA,"United States","North Carolina","2020-Apr","2020-Sep","Recruiting","Randomised","Double",2,NA,"Hospital","Mortality, Hospitalization, Clinical Improvement Score (Any), Invasive Mechanical Ventilation or ECMO, Treatment-emergent Adverse Events, Serious Adverse Events","mAb",210
"NCT04345679","https://ClinicalTrials.gov/show/NCT04345679",NA,"Hungary","Budapest","2020-Apr","2020-Jun","Not Recruiting","Single-Arm","Open-Label",1,NA,"Hospital","Mortality, ICU Admission, Hospitalization, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Other Mild Symptoms, Bilirubin","Plasma based therapy",20
"NCT04360837","https://ClinicalTrials.gov/show/NCT04360837",NA,"Hungary","Szeged","2020-Apr","2021-Jun","Recruiting","Single-Arm","Open-Label",1,NA,"Hospital","Clinical Improvement Score (Any), PaO2-FiO2","Respiratory support",10
"2020-001442-19","https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001442-19/ES/",NA,"Spain","Madrid","2020-Apr",NA,"Recruiting","Randomised","Open-Label",2,NA,"Hospital","Mortality, Hospitalization, Clinical Improvement Score (Any), Pneumonia or ARDS, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Adverse Events, Serious Adverse Events, C-Reactive Protein, Ferritin, White Blood Cell Count, Platelet Count, Hemoglobin, D-Dimer, Creatinine Phosphokinase, CK-MB, Troponin, Fibrinogen, ALT, AST, Bilirubin, Glucose, LDH","TCZ",NA
"NCT04342221","https://ClinicalTrials.gov/show/NCT04342221",NA,"Germany","Berlin","2020-Apr","2021-Mar","Recruiting","Randomised","Quadruple",2,NA,"Hospital","Mortality, Invasive Mechanical Ventilation or ECMO",NA,220
"NCT04342221","https://ClinicalTrials.gov/show/NCT04342221",NA,"Germany","Hamburg","2020-Apr","2021-Mar","Recruiting","Randomised","Quadruple",2,NA,"Hospital","Mortality, Invasive Mechanical Ventilation or ECMO",NA,220
"NCT04341727","https://ClinicalTrials.gov/show/NCT04341727",NA,"United States","Missouri","2020-Apr","2021-Apr","Suspended","Randomised","Open-Label",3,NA,"Hospital",NA,NA,500
"NCT04345276","https://ClinicalTrials.gov/show/NCT04345276",NA,"China","Hubei","2020-Apr","2020-Apr","Completed","Single-Arm","Open-Label",1,NA,"Hospital","ICU Admission, Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Cough, Fever, Dyspnea, Serious Adverse Events",NA,10
"NCT04340557","https://ClinicalTrials.gov/show/NCT04340557",NA,"United States","California","2020-Apr","2020-Oct","Recruiting","Randomised","Open-Label",2,NA,"Hospital","ICU Admission, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Serious or Seconday Infections, Organ Failure or Dysfunction (SOFA), Adverse Events, Serious Adverse Events, C-Reactive Protein, Ferritin, IL-6",NA,200
"NCT04345289","https://ClinicalTrials.gov/show/NCT04345289",NA,"Denmark","Copenhagen","2020-Apr","2021-Jun","Recruiting","Randomised","Quadruple",6,NA,"Hospital","Mortality, Hospitalization, Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO",NA,1500
"NCT04340050","https://ClinicalTrials.gov/show/NCT04340050",NA,"United States","Illinois","2020-Apr","2020-Dec","Not Recruiting","Single-Arm","Open-Label",1,NA,"Hospital","Mortality, Invasive Mechanical Ventilation or ECMO",NA,10
"NCT04340232","https://ClinicalTrials.gov/show/NCT04340232",NA,"United States","Colorado","2020-Apr","2020-Aug","Not Recruiting","Single-Arm","Open-Label",1,NA,"Hospital","Mortality, ICU Admission, Hospitalization, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Adverse Events, Serious Adverse Events, C-Reactive Protein, Ferritin, IL-6, White Blood Cell Count, Platelet Count, Hemoglobin, Prothrombin, ALT, AST, Bilirubin, Glucose, Renal Outcome (Unspecified)",NA,80
"NCT04343183","https://ClinicalTrials.gov/show/NCT04343183",NA,"United States","Louisiana","2020-Apr","2020-Jun","Not Recruiting","Randomised","Single",2,NA,"Hospital","Mortality, ICU Admission, Hospitalization, Viral Load or Clearance, Non-invasive Ventilation",NA,48
"2020-001156-18","https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001156-18/ES/",NA,"Spain","Madrid","2020-Apr",NA,"Recruiting","Randomised","Open-Label",3,NA,"Hospital","Mortality, ICU Admission, Hospitalization, Hospital Discharge, Invasive Mechanical Ventilation or ECMO",NA,NA
"2020-001307-16","https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001307-16/ES/",NA,"Spain","Madrid","2020-Apr",NA,"Recruiting","Randomised","Open-Label",2,NA,"Hospital","Mortality, ICU Admission, Hospitalization, Invasive Mechanical Ventilation or ECMO",NA,NA
"IRCT20200321046828N1","http://en.irct.ir/trial/46624",NA,"Iran","Tehran","2020-Mar","2020-Mar","Completed","Non-Randomised","Open-Label",6,NA,"Hospital","Fever, Radiographic Findings",NA,30
"NCT04343144","https://clinicaltrials.gov/show/NCT04343144",NA,"France","Paris","2020-Sep",NA,"Not Recruiting","Randomised","Open-Label",2,NA,"Hospital","Mortality, ICU Admission, Hospitalization, Clinical Improvement Score (Any), Viral Load or Clearance, Adverse Events, Serious Adverse Events",NA,92
"NCT04340414","https://clinicaltrials.gov/show/NCT04340414",NA,"China","Beijing","2020-Mar",NA,"Recruiting","Single-Arm","Open-Label",1,NA,"Hospital","ICU Admission, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Serious or Seconday Infections, Organ Failure or Dysfunction (SOFA), Adverse Events, Serious Adverse Events, C-Reactive Protein, Ferritin, IL-6",NA,10
"NCT04344561","https://clinicaltrials.gov/show/NCT04344561",NA,"United States","Washington, Dc","2020-Oct",NA,"Recruiting","Randomised","Open-Label",2,NA,"Hospital","Hospitalization, Clinical Improvement Score (Any), Viral Load or Clearance",NA,70
"NCT04308668","https://ClinicalTrials.gov/show/NCT04308668",NA,"United States","Minnesota","2020-Mar","2020-May","Completed","Randomised","Quadruple",2,"Mixed","Healthy Exposed, Healthcare Workers, Outpatient","Mortality, ICU Admission, Hospitalization, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Adverse Events, Treatment-emergent Adverse Events, Serious Adverse Events, PaO2-FiO2, Blood pH","HCQ, SOC",1309
"NCT04308668","https://ClinicalTrials.gov/show/NCT04308668",NA,"Canada","Alberta","2020-Mar","2020-May","Completed","Randomised","Quadruple",2,"Mixed","Healthy Exposed, Healthcare Workers, Outpatient","Mortality, ICU Admission, Hospitalization, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Adverse Events, Treatment-emergent Adverse Events, Serious Adverse Events, PaO2-FiO2, Blood pH","HCQ, SOC",1309
"NCT04308668","https://ClinicalTrials.gov/show/NCT04308668",NA,"Canada","Manitoba","2020-Mar","2020-May","Completed","Randomised","Quadruple",2,"Mixed","Healthy Exposed, Healthcare Workers, Outpatient","Mortality, ICU Admission, Hospitalization, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Adverse Events, Treatment-emergent Adverse Events, Serious Adverse Events, PaO2-FiO2, Blood pH","HCQ, SOC",1309
"NCT04308668","https://ClinicalTrials.gov/show/NCT04308668",NA,"Canada","Quebec","2020-Mar","2020-May","Completed","Randomised","Quadruple",2,"Mixed","Healthy Exposed, Healthcare Workers, Outpatient","Mortality, ICU Admission, Hospitalization, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Adverse Events, Treatment-emergent Adverse Events, Serious Adverse Events, PaO2-FiO2, Blood pH","HCQ, SOC",1309
"NCT04337541","https://ClinicalTrials.gov/show/NCT04337541",NA,"Denmark","Copenhagen","2020-Apr","2020-Jul","Recruiting","Randomised","Open-Label",2,"Healthy","Healthcare Workers, Outpatient","Viral Load or Clearance, Antibodies",NA,6000
"NCT04406246","https://ClinicalTrials.gov/show/NCT04406246",NA,"Mexico","Mexico","2020-May","2020-Dec","Recruiting","Single-Arm","Open-Label",1,"Confirmed","Healthcare Workers, Outpatient","Hospitalization","Antivirals",150
"NCT04353037","https://ClinicalTrials.gov/show/NCT04353037",NA,"United States","New York","2020-Apr","2021-Apr","Recruiting","Randomised","Double",2,NA,"Healthcare Workers, Outpatient","Hospitalization, Viral Load or Clearance, Household Members with CoViD-19, Labor Absenteeism, Adverse Events","HCQ, SOC",850
"NCT04390503","https://ClinicalTrials.gov/show/NCT04390503",NA,"United States","New York","2020-May","2021-Apr","Recruiting","Randomised","Double",2,"Confirmed Or Suspected","Healthy Exposed, Outpatient",NA,"Plasma based therapy, SOC",200
"2020-001994-66","https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001994-66/ES/",NA,"Spain","Madrid","2020-May",NA,"Recruiting","Randomised","Double",2,"Confirmed, Healthy","Healthy Exposed, Outpatient","Mortality, Viral Load or Clearance, Household Members with CoViD-19, Anti SARS-COV-2 Titers","Ivermectin, SOC",NA
"NCT04363827","https://ClinicalTrials.gov/show/NCT04363827",NA,"Italy","Rome","2020-Apr","2020-Sep","Recruiting","Randomised","Open-Label",4,NA,"Healthy Exposed, Outpatient","Serious Adverse Events, Quality of Life","HCQ, SOC",2300
"NCT04337918","https://ClinicalTrials.gov/show/NCT04337918",NA,"Canada","British Columbia","2020-Apr","2020-Aug","Recruiting","Randomised","Single",2,"Confirmed","Healthy Unexposed, Outpatient","ICU Admission, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Serious or Seconday Infections, Organ Failure or Dysfunction (SOFA), Adverse Events, Serious Adverse Events, C-Reactive Protein, Ferritin, IL-6","Non-invasive respiratory support",200
"NCT04337918","https://ClinicalTrials.gov/show/NCT04337918",NA,"Canada","Quebec","2020-Apr","2020-Aug","Recruiting","Randomised","Single",2,"Confirmed","Healthy Unexposed, Outpatient","ICU Admission, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Serious or Seconday Infections, Organ Failure or Dysfunction (SOFA), Adverse Events, Serious Adverse Events, C-Reactive Protein, Ferritin, IL-6","Non-invasive respiratory support",200
"IRCT20200516047462N1","http://en.irct.ir/trial/48141",NA,"Iran","Tehran","2020-May","2020-Jun","Completed","Randomised","Double",2,"Suspected","Outpatient","Cough, Dyspnea","Alternative therapy + Other, SOC",50
"CTRI/2020/05/025167","http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=43378",NA,"India","New Delhi","2020-May",NA,"Recruiting","Non-Randomised","Open-Label",2,"Confirmed","Outpatient",NA,"Other, SOC",64
"ISRCTN13311119","http://isrctn.com/ISRCTN13311119",NA,"India","New Delhi","2020-Apr",NA,"Recruiting","Randomised","Open-Label",2,"Confirmed","Outpatient",NA,"Alternative therapy, SOC",116
"CTRI/2020/04/024857","http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=43212",NA,"India","New Delhi","2020-Apr",NA,"Not Recruiting","Randomised","Open-Label",1,"Confirmed","Outpatient","ICU Admission","Alternative therapy",100
"NCT04425629","https://ClinicalTrials.gov/show/NCT04425629",NA,"United States","Colorado","2020-Jun","2020-Nov","Recruiting","Randomised","Quadruple",3,"Confirmed","Outpatient","Mortality, ICU Admission, Hospitalization, Invasive Mechanical Ventilation or ECMO, Serious Adverse Events, Weight, Height or BMI, Antibodies","mAB, SOC",1054
"NCT04425629","https://ClinicalTrials.gov/show/NCT04425629",NA,"United States","District Of Columbia","2020-Jun","2020-Nov","Recruiting","Randomised","Quadruple",3,"Confirmed","Outpatient","Mortality, ICU Admission, Hospitalization, Invasive Mechanical Ventilation or ECMO, Serious Adverse Events, Weight, Height or BMI, Antibodies","mAB, SOC",1054
"NCT04425629","https://ClinicalTrials.gov/show/NCT04425629",NA,"United States","Florida","2020-Jun","2020-Nov","Recruiting","Randomised","Quadruple",3,"Confirmed","Outpatient","Mortality, ICU Admission, Hospitalization, Invasive Mechanical Ventilation or ECMO, Serious Adverse Events, Weight, Height or BMI, Antibodies","mAB, SOC",1054
"NCT04425629","https://ClinicalTrials.gov/show/NCT04425629",NA,"United States","New York","2020-Jun","2020-Nov","Recruiting","Randomised","Quadruple",3,"Confirmed","Outpatient","Mortality, ICU Admission, Hospitalization, Invasive Mechanical Ventilation or ECMO, Serious Adverse Events, Weight, Height or BMI, Antibodies","mAB, SOC",1054
"NCT04425629","https://ClinicalTrials.gov/show/NCT04425629",NA,"United States","Pennsylvania","2020-Jun","2020-Nov","Recruiting","Randomised","Quadruple",3,"Confirmed","Outpatient","Mortality, ICU Admission, Hospitalization, Invasive Mechanical Ventilation or ECMO, Serious Adverse Events, Weight, Height or BMI, Antibodies","mAB, SOC",1054
"NCT04425629","https://ClinicalTrials.gov/show/NCT04425629",NA,"United States","Texas","2020-Jun","2020-Nov","Recruiting","Randomised","Quadruple",3,"Confirmed","Outpatient","Mortality, ICU Admission, Hospitalization, Invasive Mechanical Ventilation or ECMO, Serious Adverse Events, Weight, Height or BMI, Antibodies","mAB, SOC",1054
"CHICTR2000033057","http://www.chictr.org.cn/showproj.aspx?proj=53529",NA,"China","Liaoning","2020-May","2020-Sep","Recruiting","Randomised","Unspecified",2,"Confirmed","Outpatient","Depression, Anxiety","Rehabilitation",160
"CTRI/2020/04/024949","http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=43400",NA,"India","New Delhi","2020-Apr",NA,"Not Recruiting","Randomised","Open-Label",2,"Confirmed","Outpatient",NA,"Other, SOC",48
"NCT04418505","https://ClinicalTrials.gov/show/NCT04418505",NA,"Canada","Ontario","2020-Jun","2021-Jan","Not Recruiting","Randomised","Open-Label",2,"Confirmed","Outpatient","Mortality, Hospitalization, SpO2","Alternative therapy, SOC",280
"NCT04307693","https://ClinicalTrials.gov/show/NCT04307693",NA,"South Korea","Seoul","2020-Mar","2020-Apr","Status Unclear","Randomised","Open-Label",3,"Confirmed","Outpatient","Mortality, ICU Admission, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Cough, Fever, Other Mild Symptoms, Adverse Events, Respiratory Rate","HCQ, LPV/r, SOC",65
"NCT04351516","https://clinicaltrials.gov/show/NCT04351516",NA,"Germany","Berlin","2020-Apr",NA,"Recruiting","Randomised","Quadruple",2,"Yes","Outpatient","Mortality, Hospitalization","HCQ, SOC",350
"NCT04334967","https://ClinicalTrials.gov/show/NCT04334967",NA,"United States","Oregon","2020-Apr","2020-May","Suspended","Randomised","Single",2,"Confirmed","Outpatient","Mortality, Hospitalization, Invasive Mechanical Ventilation or ECMO, Cough, Fever, Dyspnea",NA,13
"NCT04334382","https://ClinicalTrials.gov/show/NCT04334382",NA,"United States","Utah","2020-Apr","2020-Dec","Recruiting","Randomised","Open-Label",2,"Confirmed","Outpatient","ICU Admission, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Serious or Seconday Infections, Organ Failure or Dysfunction (SOFA), Adverse Events, Serious Adverse Events, C-Reactive Protein, Ferritin, IL-6",NA,1550
"NCT04363203","https://ClinicalTrials.gov/show/NCT04363203",NA,"United States","California","2020-Apr","2021-Mar","Suspended","Single-Arm","Quadruple",3,"Confirmed","Outpatient","Mortality, Hospitalization, Cough, Fever, Dyspnea","AZT, HCQ, SOC",300
